,Survived,Pclass,Age,SibSp,Parch,Fare,Port,Gender
601,0,3,30.62617924528302,0,0,7.8958,3,1
602,0,1,30.62617924528302,0,0,42.4,3,1
603,0,3,44.0,0,0,8.05,3,1
604,1,1,35.0,0,0,26.55,1,1
605,0,3,36.0,1,0,15.55,3,1
606,0,3,30.0,0,0,7.8958,3,1
607,1,1,27.0,0,0,30.5,3,1
608,1,2,22.0,1,2,41.5792,1,0
609,1,1,40.0,0,0,153.4625,3,0
610,0,3,39.0,1,5,31.275,3,0
611,0,3,30.62617924528302,0,0,7.05,3,1
612,1,3,28.343689655172415,1,0,15.5,2,0
613,0,3,30.62617924528302,0,0,7.75,2,1
614,0,3,35.0,0,0,8.05,3,1
615,1,2,24.0,1,2,65.0,3,0
616,0,3,34.0,1,1,14.4,3,1
617,0,3,26.0,1,0,16.1,3,0
618,1,2,4.0,2,1,39.0,3,0
619,0,2,26.0,0,0,10.5,3,1
620,0,3,27.0,1,0,14.4542,1,1
621,1,1,42.0,1,0,52.5542,3,1
622,1,3,20.0,1,1,15.7417,1,1
623,0,3,21.0,0,0,7.8542,3,1
624,0,3,21.0,0,0,16.1,3,1
625,0,1,61.0,0,0,32.3208,3,1
626,0,2,57.0,0,0,12.35,2,1
627,1,1,21.0,0,0,77.9583,3,0
628,0,3,26.0,0,0,7.8958,3,1
629,0,3,30.62617924528302,0,0,7.7333,2,1
630,1,1,80.0,0,0,30.0,3,1
631,0,3,51.0,0,0,7.0542,3,1
632,1,1,32.0,0,0,30.5,1,1
633,0,1,30.62617924528302,0,0,0.0,3,1
634,0,3,9.0,3,2,27.9,3,0
635,1,2,28.0,0,0,13.0,3,0
636,0,3,32.0,0,0,7.925,3,1
637,0,2,31.0,1,1,26.25,3,1
638,0,3,41.0,0,5,39.6875,3,0
639,0,3,30.62617924528302,1,0,16.1,3,1
640,0,3,20.0,0,0,7.8542,3,1
641,1,1,24.0,0,0,69.3,1,0
642,0,3,2.0,3,2,27.9,3,0
643,1,3,28.343689655172415,0,0,56.4958,3,1
644,1,3,0.75,2,1,19.2583,1,0
645,1,1,48.0,1,0,76.7292,1,1
646,0,3,19.0,0,0,7.8958,3,1
647,1,1,56.0,0,0,35.5,1,1
648,0,3,30.62617924528302,0,0,7.55,3,1
649,1,3,23.0,0,0,7.55,3,0
650,0,3,30.62617924528302,0,0,7.8958,3,1
651,1,2,18.0,0,1,23.0,3,0
652,0,3,21.0,0,0,8.4333,3,1
653,1,3,28.343689655172415,0,0,7.8292,2,0
654,0,3,18.0,0,0,6.75,2,0
655,0,2,24.0,2,0,73.5,3,1
656,0,3,30.62617924528302,0,0,7.8958,3,1
657,0,3,32.0,1,1,15.5,2,0
658,0,2,23.0,0,0,13.0,3,1
659,0,1,58.0,0,2,113.275,1,1
660,1,1,50.0,2,0,133.65,3,1
661,0,3,40.0,0,0,7.225,1,1
662,0,1,47.0,0,0,25.5875,3,1
663,0,3,36.0,0,0,7.4958,3,1
664,1,3,20.0,1,0,7.925,3,1
665,0,2,32.0,2,0,73.5,3,1
666,0,2,25.0,0,0,13.0,3,1
667,0,3,30.62617924528302,0,0,7.775,3,1
668,0,3,43.0,0,0,8.05,3,1
669,1,1,28.343689655172415,1,0,52.0,3,0
670,1,2,40.0,1,1,39.0,3,0
671,0,1,31.0,1,0,52.0,3,1
672,0,2,70.0,0,0,10.5,3,1
673,1,2,31.0,0,0,13.0,3,1
674,0,2,30.62617924528302,0,0,0.0,3,1
675,0,3,18.0,0,0,7.775,3,1
676,0,3,24.5,0,0,8.05,3,1
677,1,3,18.0,0,0,9.8417,3,0
678,0,3,43.0,1,6,46.9,3,0
679,1,1,36.0,0,1,512.3292,1,1
680,0,3,30.62617924528302,0,0,8.1375,2,0
681,1,1,27.0,0,0,76.7292,1,1
682,0,3,20.0,0,0,9.225,3,1
683,0,3,14.0,5,2,46.9,3,1
684,0,2,60.0,1,1,39.0,3,1
685,0,2,25.0,1,2,41.5792,1,1
686,0,3,14.0,4,1,39.6875,3,1
687,0,3,19.0,0,0,10.1708,3,1
688,0,3,18.0,0,0,7.7958,3,1
689,1,1,15.0,0,1,211.3375,3,0
690,1,1,31.0,1,0,57.0,3,1
691,1,3,4.0,0,1,13.4167,1,0
692,1,3,28.343689655172415,0,0,56.4958,3,1
693,0,3,25.0,0,0,7.225,1,1
694,0,1,60.0,0,0,26.55,3,1
695,0,2,52.0,0,0,13.5,3,1
696,0,3,44.0,0,0,8.05,3,1
697,1,3,28.343689655172415,0,0,7.7333,2,0
698,0,1,49.0,1,1,110.8833,1,1
699,0,3,42.0,0,0,7.65,3,1
700,1,1,18.0,1,0,227.525,1,0
701,1,1,35.0,0,0,26.2875,3,1
702,0,3,18.0,0,1,14.4542,1,0
703,0,3,25.0,0,0,7.7417,2,1
704,0,3,26.0,1,0,7.8542,3,1
705,0,2,39.0,0,0,26.0,3,1
706,1,2,45.0,0,0,13.5,3,0
707,1,1,42.0,0,0,26.2875,3,1
708,1,1,22.0,0,0,151.55,3,0
709,1,3,28.343689655172415,1,1,15.2458,1,1
710,1,1,24.0,0,0,49.5042,1,0
711,0,1,30.62617924528302,0,0,26.55,3,1
712,1,1,48.0,1,0,52.0,3,1
713,0,3,29.0,0,0,9.4833,3,1
714,0,2,52.0,0,0,13.0,3,1
715,0,3,19.0,0,0,7.65,3,1
716,1,1,38.0,0,0,227.525,1,0
717,1,2,27.0,0,0,10.5,3,0
718,0,3,30.62617924528302,0,0,15.5,2,1
719,0,3,33.0,0,0,7.775,3,1
720,1,2,6.0,0,1,33.0,3,0
721,0,3,17.0,1,0,7.0542,3,1
722,0,2,34.0,0,0,13.0,3,1
723,0,2,50.0,0,0,13.0,3,1
724,1,1,27.0,1,0,53.1,3,1
725,0,3,20.0,0,0,8.6625,3,1
726,1,2,30.0,3,0,21.0,3,0
727,1,3,28.343689655172415,0,0,7.7375,2,0
728,0,2,25.0,1,0,26.0,3,1
729,0,3,25.0,1,0,7.925,3,0
730,1,1,29.0,0,0,211.3375,3,0
731,0,3,11.0,0,0,18.7875,1,1
732,0,2,30.62617924528302,0,0,0.0,3,1
733,0,2,23.0,0,0,13.0,3,1
734,0,2,23.0,0,0,13.0,3,1
735,0,3,28.5,0,0,16.1,3,1
736,0,3,48.0,1,3,34.375,3,0
737,1,1,35.0,0,0,512.3292,1,1
738,0,3,30.62617924528302,0,0,7.8958,3,1
739,0,3,30.62617924528302,0,0,7.8958,3,1
740,1,1,28.343689655172415,0,0,30.0,3,1
741,0,1,36.0,1,0,78.85,3,1
742,1,1,21.0,2,2,262.375,1,0
743,0,3,24.0,1,0,16.1,3,1
744,1,3,31.0,0,0,7.925,3,1
745,0,1,70.0,1,1,71.0,3,1
746,0,3,16.0,1,1,20.25,3,1
747,1,2,30.0,0,0,13.0,3,0
748,0,1,19.0,1,0,53.1,3,1
749,0,3,31.0,0,0,7.75,2,1
750,1,2,4.0,1,1,23.0,3,0
751,1,3,6.0,0,1,12.475,3,1
752,0,3,33.0,0,0,9.5,3,1
753,0,3,23.0,0,0,7.8958,3,1
754,1,2,48.0,1,2,65.0,3,0
755,1,2,0.67,1,1,14.5,3,1
756,0,3,28.0,0,0,7.7958,3,1
757,0,2,18.0,0,0,11.5,3,1
758,0,3,34.0,0,0,8.05,3,1
759,1,1,33.0,0,0,86.5,3,0
760,0,3,30.62617924528302,0,0,14.5,3,1
761,0,3,41.0,0,0,7.125,3,1
762,1,3,20.0,0,0,7.2292,1,1
763,1,1,36.0,1,2,120.0,3,0
764,0,3,16.0,0,0,7.775,3,1
765,1,1,51.0,1,0,77.9583,3,0
766,0,1,30.62617924528302,0,0,39.6,1,1
767,0,3,30.5,0,0,7.75,2,0
768,0,3,30.62617924528302,1,0,24.15,2,1
769,0,3,32.0,0,0,8.3625,3,1
770,0,3,24.0,0,0,9.5,3,1
771,0,3,48.0,0,0,7.8542,3,1
772,0,2,57.0,0,0,10.5,3,0
773,0,3,30.62617924528302,0,0,7.225,1,1
774,1,2,54.0,1,3,23.0,3,0
775,0,3,18.0,0,0,7.75,3,1
776,0,3,30.62617924528302,0,0,7.75,2,1
777,1,3,5.0,0,0,12.475,3,0
778,0,3,30.62617924528302,0,0,7.7375,2,1
779,1,1,43.0,0,1,211.3375,3,0
780,1,3,13.0,0,0,7.2292,1,0
781,1,1,17.0,1,0,57.0,3,0
782,0,1,29.0,0,0,30.0,3,1
783,0,3,30.62617924528302,1,2,23.45,3,1
784,0,3,25.0,0,0,7.05,3,1
785,0,3,25.0,0,0,7.25,3,1
786,1,3,18.0,0,0,7.4958,3,0
787,0,3,8.0,4,1,29.125,2,1
788,1,3,1.0,1,2,20.575,3,1
789,0,1,46.0,0,0,79.2,1,1
790,0,3,30.62617924528302,0,0,7.75,2,1
791,0,2,16.0,0,0,26.0,3,1
792,0,3,30.62617924528302,8,2,69.55,3,0
793,0,1,30.62617924528302,0,0,30.6958,1,1
794,0,3,25.0,0,0,7.8958,3,1
795,0,2,39.0,0,0,13.0,3,1
796,1,1,49.0,0,0,25.9292,3,0
797,1,3,31.0,0,0,8.6833,3,0
798,0,3,30.0,0,0,7.2292,1,1
799,0,3,30.0,1,1,24.15,3,0
800,0,2,34.0,0,0,13.0,3,1
801,1,2,31.0,1,1,26.25,3,0
802,1,1,11.0,1,2,120.0,3,1
803,1,3,0.42,0,1,8.5167,1,1
804,1,3,27.0,0,0,6.975,3,1
805,0,3,31.0,0,0,7.775,3,1
806,0,1,39.0,0,0,0.0,3,1
807,0,3,18.0,0,0,7.775,3,0
808,0,2,39.0,0,0,13.0,3,1
809,1,1,33.0,1,0,53.1,3,0
810,0,3,26.0,0,0,7.8875,3,1
811,0,3,39.0,0,0,24.15,3,1
812,0,2,35.0,0,0,10.5,3,1
813,0,3,6.0,4,2,31.275,3,0
814,0,3,30.5,0,0,8.05,3,1
815,0,1,30.62617924528302,0,0,0.0,3,1
816,0,3,23.0,0,0,7.925,3,0
817,0,2,31.0,1,1,37.0042,1,1
818,0,3,43.0,0,0,6.45,3,1
819,0,3,10.0,3,2,27.9,3,1
820,1,1,52.0,1,1,93.5,3,0
821,1,3,27.0,0,0,8.6625,3,1
822,0,1,38.0,0,0,0.0,3,1
823,1,3,27.0,0,1,12.475,3,0
824,0,3,2.0,4,1,39.6875,3,1
825,0,3,30.62617924528302,0,0,6.95,2,1
826,0,3,30.62617924528302,0,0,56.4958,3,1
827,1,2,1.0,0,2,37.0042,1,1
828,1,3,28.343689655172415,0,0,7.75,2,1
829,1,1,62.0,0,0,80.0,3,0
830,1,3,15.0,1,0,14.4542,1,0
831,1,2,0.83,1,1,18.75,3,1
832,0,3,30.62617924528302,0,0,7.2292,1,1
833,0,3,23.0,0,0,7.8542,3,1
834,0,3,18.0,0,0,8.3,3,1
835,1,1,39.0,1,1,83.1583,1,0
836,0,3,21.0,0,0,8.6625,3,1
837,0,3,30.62617924528302,0,0,8.05,3,1
838,1,3,32.0,0,0,56.4958,3,1
839,1,1,28.343689655172415,0,0,29.7,1,1
840,0,3,20.0,0,0,7.925,3,1
841,0,2,16.0,0,0,10.5,3,1
842,1,1,30.0,0,0,31.0,1,0
843,0,3,34.5,0,0,6.4375,1,1
844,0,3,17.0,0,0,8.6625,3,1
845,0,3,42.0,0,0,7.55,3,1
846,0,3,30.62617924528302,8,2,69.55,3,1
847,0,3,35.0,0,0,7.8958,1,1
848,0,2,28.0,0,1,33.0,3,1
849,1,1,28.343689655172415,1,0,89.1042,1,0
850,0,3,4.0,4,2,31.275,3,1
851,0,3,74.0,0,0,7.775,3,1
852,0,3,9.0,1,1,15.2458,1,0
853,1,1,16.0,0,1,39.4,3,0
854,0,2,44.0,1,0,26.0,3,0
855,1,3,18.0,0,1,9.35,3,0
856,1,1,45.0,1,1,164.8667,3,0
857,1,1,51.0,0,0,26.55,3,1
858,1,3,24.0,0,3,19.2583,1,0
859,0,3,30.62617924528302,0,0,7.2292,1,1
860,0,3,41.0,2,0,14.1083,3,1
861,0,2,21.0,1,0,11.5,3,1
862,1,1,48.0,0,0,25.9292,3,0
863,0,3,30.62617924528302,8,2,69.55,3,0
864,0,2,24.0,0,0,13.0,3,1
865,1,2,42.0,0,0,13.0,3,0
866,1,2,27.0,1,0,13.8583,1,0
867,0,1,31.0,0,0,50.4958,3,1
868,0,3,30.62617924528302,0,0,9.5,3,1
869,1,3,4.0,1,1,11.1333,3,1
870,0,3,26.0,0,0,7.8958,3,1
871,1,1,47.0,1,1,52.5542,3,0
872,0,1,33.0,0,0,5.0,3,1
873,0,3,47.0,0,0,9.0,3,1
874,1,2,28.0,1,0,24.0,1,0
875,1,3,15.0,0,0,7.225,1,0
876,0,3,20.0,0,0,9.8458,3,1
877,0,3,19.0,0,0,7.8958,3,1
878,0,3,30.62617924528302,0,0,7.8958,3,1
879,1,1,56.0,0,1,83.1583,1,0
880,1,2,25.0,0,1,26.0,3,0
881,0,3,33.0,0,0,7.8958,3,1
882,0,3,22.0,0,0,10.5167,3,0
883,0,2,28.0,0,0,10.5,3,1
884,0,3,25.0,0,0,7.05,3,1
885,0,3,39.0,0,5,29.125,2,0
886,0,2,27.0,0,0,13.0,3,1
887,1,1,19.0,0,0,30.0,3,0
888,0,3,30.62617924528302,1,2,23.45,3,0
889,1,1,26.0,0,0,30.0,1,1
890,0,3,32.0,0,0,7.75,2,1
